epoch,agent/cur_q1,agent/cur_q2,agent/diff_loss,agent/guide_loss,agent/lmbda,agent/policy_grad_norm,agent/policy_loss,agent/policy_weight_norm,agent/qf1_grad_norm,agent/qf1_loss,agent/qf1_weight_norm,agent/qf2_grad_norm,agent/qf2_loss,agent/qf2_weight_norm,agent/qf_loss,agent/tgt_q,agent/tgt_q1,agent/tgt_q2,average_return,average_traj_length,average_normalizd_return,average_10_normalized_return,best_normalized_return,done,train_time,eval_time,epoch_time
333,191.32326,191.01111,0.121361084,-1.9766616,0.0101087745,1.2183506,-1.8553004,67.38895,867.3138,38.887352,100.11341,776.7081,39.44273,99.98742,78.33008,191.36874,192.6069,192.56897,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.569013595581055,7.867813110351562e-06,5.569021463394165
334,191.12543,191.99478,0.11579396,-1.9741666,0.010105399,2.461643,-1.8583727,67.46862,782.7595,37.82787,100.19877,794.71844,30.887829,100.07073,68.7157,191.41524,193.43538,193.57974,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.56316351890564,7.3909759521484375e-06,5.563170909881592
335,202.57565,202.38138,0.12094704,-1.9911677,0.009579149,0.74584866,-1.8702207,67.53204,826.0023,38.100895,100.30259,755.1467,38.205597,100.182655,76.30649,203.3035,204.80748,204.70778,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.363551139831543,7.3909759521484375e-06,5.363558530807495
336,193.56548,194.44986,0.09611122,-1.9930322,0.010049518,1.1808026,-1.896921,67.5989,752.18884,30.021078,100.387436,567.70026,26.823053,100.263855,56.84413,193.70944,195.78018,195.32622,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.431194305419922,6.67572021484375e-06,5.431200981140137
337,216.77324,216.71982,0.107693575,-1.9870915,0.008971551,0.6571456,-1.879398,67.6798,522.3357,32.60804,100.461464,599.068,38.46186,100.35593,71.0699,215.94579,217.2089,217.23553,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.621303558349609,8.106231689453125e-06,5.621311664581299
338,203.52057,203.56308,0.078779444,-1.9878465,0.009559472,0.80728453,-1.909067,67.74614,697.4132,42.56533,100.53486,759.5704,36.971325,100.44355,79.53665,203.35408,204.52661,204.37912,3982.7148,931.5,0.8672122332894752,0.8974909864267404,0.9194585056089932,1.0,5.391778230667114,8.344650268554688e-06,5.391786575317383
339,210.15756,209.96605,0.09156768,-1.9797539,0.009233241,1.0007241,-1.8881862,67.81693,428.0866,19.378574,100.633255,684.2696,26.362717,100.52009,45.74129,210.88219,212.06985,211.4887,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.430299758911133,33.51438879966736,38.94468855857849
340,188.02185,188.3072,0.1364213,-1.9767597,0.010205982,0.8450073,-1.8403383,67.88563,927.33484,39.270058,100.70638,1217.7324,49.08702,100.607216,88.35708,188.05255,190.25989,190.31538,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.59361457824707,7.3909759521484375e-06,5.5936219692230225
341,204.44676,204.7183,0.11051394,-1.9747838,0.009425115,0.6343829,-1.8642699,67.96458,454.2299,24.485182,100.79874,684.24115,34.818665,100.71253,59.30385,203.91112,204.96431,204.90527,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.3033287525177,6.4373016357421875e-06,5.303335189819336
342,191.13869,191.38724,0.09882293,-1.9872077,0.0101142945,1.0728853,-1.8883847,68.03214,909.2393,42.026398,100.89043,822.1769,38.446808,100.803406,80.473206,191.62547,193.21405,193.61067,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.4368414878845215,7.62939453125e-06,5.436849117279053
343,200.34186,200.62605,0.1333632,-1.9928154,0.009714743,0.6776705,-1.8594521,68.098595,796.29456,42.29683,100.97035,717.7103,45.80609,100.882126,88.10292,199.45964,200.6141,200.56454,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.378046989440918,6.9141387939453125e-06,5.378053903579712
344,201.96672,201.88818,0.11507141,-1.9884837,0.009605564,1.041005,-1.8734123,68.17527,557.96625,22.081245,101.06434,487.641,23.51063,100.97096,45.591873,202.51196,203.64496,203.33493,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.467715501785278,7.62939453125e-06,5.46772313117981
345,205.3071,204.74973,0.11423883,-1.9840258,0.009485387,0.9043537,-1.869787,68.24051,752.0624,38.418224,101.154236,923.6918,39.884346,101.066605,78.30257,206.5376,208.77917,208.4498,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.334798812866211,6.67572021484375e-06,5.334805488586426
346,204.88614,204.56865,0.09643933,-1.9962596,0.009563583,1.1130892,-1.8998202,68.31945,580.2913,34.751423,101.247246,608.1544,37.628086,101.17099,72.37951,205.01624,206.11852,205.85577,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.60188889503479,7.3909759521484375e-06,5.601896286010742
347,200.7487,200.28903,0.10798173,-1.9834931,0.0096959295,0.77649105,-1.8755114,68.38639,667.9975,29.0173,101.3302,555.17316,26.347403,101.24256,55.3647,200.66713,201.69664,201.62456,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.497490644454956,8.106231689453125e-06,5.4974987506866455
348,202.04022,203.09317,0.10148391,-1.9740978,0.009513635,1.9276669,-1.8726139,68.45252,839.81244,39.265007,101.40731,845.07874,35.674892,101.308655,74.939896,203.39836,204.46071,204.52208,3899.7825,935.5,0.8491467472676624,0.890940511188467,0.9194585056089932,1.0,5.528059720993042,8.106231689453125e-06,5.5280678272247314
349,194.41058,194.72887,0.089793846,-1.9832646,0.009908363,0.51245934,-1.8934708,68.5339,760.4645,42.607384,101.48751,781.916,40.09201,101.385765,82.699394,194.49603,195.85048,195.46382,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.39341139793396,35.56563115119934,40.9590425491333
350,206.21277,206.58852,0.10390869,-1.9880836,0.009430714,0.6871855,-1.884175,68.61018,755.8144,31.18795,101.58282,673.60675,32.40394,101.47001,63.59189,206.08435,207.6127,207.57281,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.580261707305908,7.152557373046875e-06,5.580268859863281
351,201.16296,200.81552,0.09660739,-1.9824127,0.009668719,1.7324761,-1.8858054,68.68463,631.8392,37.980408,101.66873,525.82556,29.874493,101.54375,67.854904,200.97047,202.77719,203.18323,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.57450008392334,7.152557373046875e-06,5.574507236480713
352,199.1461,199.01445,0.12676668,-1.9796146,0.009754518,1.0508922,-1.8528479,68.75112,947.41943,34.51302,101.74695,874.305,36.97943,101.61674,71.49245,199.12546,200.6163,200.8776,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.390867710113525,8.58306884765625e-06,5.390876293182373
353,199.46779,200.17523,0.14032593,-1.984924,0.009748536,0.7577561,-1.844598,68.818855,1415.8019,33.158466,101.825,749.5874,29.713799,101.70992,62.872265,200.19292,201.12619,200.97794,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.40617299079895,5.9604644775390625e-06,5.406178951263428
354,197.87982,198.06851,0.11952883,-1.9947561,0.009830779,1.0315518,-1.8752272,68.88853,660.9471,34.17321,101.91692,658.7027,34.7923,101.79539,68.965515,197.87372,199.77676,199.11652,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.4216485023498535,6.9141387939453125e-06,5.4216554164886475
355,199.52844,199.63448,0.1072277,-1.9804105,0.009705925,0.8145115,-1.8731828,68.95292,586.7278,33.433556,101.990875,529.5076,30.855534,101.86275,64.28909,199.1343,200.30147,200.06573,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.375394582748413,6.9141387939453125e-06,5.375401496887207
356,201.05705,201.19049,0.13456917,-1.9920237,0.0096950205,0.88015395,-1.8574545,69.01115,692.7783,25.384506,102.052925,564.96216,19.971188,101.924194,45.355694,202.15555,203.96693,203.90247,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.38070273399353,7.867813110351562e-06,5.380710601806641
357,196.09106,195.17145,0.13141534,-1.9671407,0.009809991,1.1536962,-1.8357253,69.07933,526.1971,29.702274,102.121025,589.0766,32.12459,101.98693,61.826866,196.0347,197.23766,197.49016,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.515522718429565,7.62939453125e-06,5.515530347824097
358,198.30206,198.18948,0.10088137,-1.9670644,0.009721203,1.7055912,-1.866183,69.157616,819.3605,32.503853,102.197914,905.9908,36.7442,102.050224,69.248055,198.73416,200.97086,201.13023,4262.3657,1000.0,0.9281294960005653,0.8929602418468982,0.9281294960005653,1.0,5.504666566848755,7.62939453125e-06,5.504674196243286
359,193.76736,193.39124,0.10450923,-1.973582,0.009940683,0.8825759,-1.8690728,69.22047,978.4196,31.153152,102.25297,839.9107,31.857649,102.121254,63.010803,193.94522,195.30176,194.96152,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.4785661697387695,35.241058111190796,40.719624280929565
360,208.91301,209.68103,0.10882002,-1.9975488,0.009337681,0.86666465,-1.8887289,69.28685,699.2817,23.010223,102.331535,587.3838,26.75127,102.21383,49.761494,209.46216,210.48734,210.57822,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.539759874343872,9.775161743164062e-06,5.539769649505615
361,201.47614,201.75125,0.12065343,-1.968345,0.009587725,0.6704838,-1.8476917,69.357216,604.767,22.451283,102.4119,771.4349,26.30099,102.29578,48.752274,200.91512,202.1341,201.74866,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.566797494888306,8.106231689453125e-06,5.566805601119995
362,191.41461,191.80411,0.10495136,-1.9924234,0.010134428,1.1884732,-1.887472,69.41727,818.2684,25.980955,102.475136,669.7827,24.600487,102.36781,50.581444,192.3446,194.47984,193.65796,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.694591760635376,8.58306884765625e-06,5.694600343704224
363,198.08278,198.03293,0.1057934,-1.9690127,0.009785962,0.9748888,-1.8632194,69.49321,741.8486,35.29972,102.55639,722.0813,33.282642,102.441055,68.58237,196.99911,198.11208,198.10252,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.621127128601074,7.867813110351562e-06,5.621134996414185
364,202.97522,203.46088,0.10353249,-1.9843203,0.009543638,1.1328534,-1.8807878,69.56235,712.7207,39.130264,102.61585,744.29535,38.58548,102.50588,77.715744,202.95355,204.61635,203.8034,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.574706077575684,8.106231689453125e-06,5.574714183807373
365,204.09264,204.19902,0.1180938,-1.9883778,0.009546395,0.49804255,-1.870284,69.626434,555.9609,28.54131,102.70324,470.12354,27.378445,102.57594,55.919754,204.16177,205.00824,205.37903,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.67616081237793,7.152557373046875e-06,5.676167964935303
366,196.02768,196.95033,0.094861716,-1.9798938,0.009875251,0.97011435,-1.885032,69.69126,759.1196,33.21113,102.763885,760.31226,31.206657,102.63752,64.417786,196.79846,198.37132,198.19254,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.516422271728516,7.867813110351562e-06,5.516430139541626
367,198.07076,197.7376,0.1338648,-1.9881296,0.009788083,0.87610316,-1.8542649,69.753876,856.9678,48.943985,102.83386,919.36475,47.7914,102.726295,96.73538,197.8566,198.87117,199.16185,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.514952182769775,7.62939453125e-06,5.514959812164307
368,189.78458,189.76517,0.10674718,-1.9721514,0.010116348,1.9646596,-1.8654042,69.809746,1161.0256,43.93027,102.92016,872.1558,43.91617,102.80152,87.846436,189.28452,190.69916,190.57506,4211.5415,1000.0,0.9170581509984249,0.8982821427703103,0.9281294960005653,1.0,5.580567836761475,8.344650268554688e-06,5.580576181411743
369,195.85571,197.0525,0.09875546,-1.983202,0.00989053,0.66026664,-1.8844465,69.88083,692.42944,41.28611,103.00524,806.8331,43.84366,102.86685,85.12977,195.44882,196.63419,196.59286,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.476871967315674,44.6224844455719,50.09935641288757
370,198.49045,198.38585,0.124379486,-1.9885076,0.009785505,0.675749,-1.8641281,69.94634,1100.5098,46.424973,103.05989,983.7767,48.87422,102.93623,95.299194,199.96616,201.75357,201.72025,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.430667161941528,7.152557373046875e-06,5.430674314498901
371,204.63669,204.41695,0.1044565,-1.972469,0.009422123,0.63698024,-1.8680124,70.01751,557.3258,28.933552,103.171844,664.0684,31.109974,103.022934,60.043526,204.03311,205.18912,205.09094,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.381401062011719,6.198883056640625e-06,5.381407260894775
372,208.84369,208.61826,0.10113916,-1.9910657,0.009336835,0.5624172,-1.8899266,70.077,656.3243,28.16581,103.24347,792.2928,29.774723,103.093544,57.940533,208.23955,210.22159,209.35806,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.357649087905884,7.62939453125e-06,5.357656717300415
373,202.46906,202.63962,0.11984299,-1.995139,0.009631163,0.63815826,-1.875296,70.14495,890.6065,34.655052,103.3073,1184.4745,48.976646,103.17254,83.6317,201.33376,202.4449,202.17444,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.330467224121094,1.1444091796875e-05,5.330478668212891
374,204.11212,204.30846,0.108905226,-1.9818894,0.009478052,1.1617589,-1.8729842,70.21259,581.3026,25.330624,103.39074,659.24384,27.071253,103.26604,52.40188,203.98859,204.74324,205.30305,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.42765474319458,8.58306884765625e-06,5.427663326263428
375,198.638,199.26535,0.12891226,-1.9728996,0.009705974,0.9599584,-1.8439873,70.27813,1169.2054,39.22124,103.46148,1503.6681,48.659027,103.34308,87.880264,199.1322,200.12956,200.23637,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.529455184936523,6.198883056640625e-06,5.52946138381958
376,198.92014,198.06976,0.10810393,-1.9816478,0.009706369,1.1942478,-1.873544,70.34727,600.8348,27.394308,103.53833,547.3779,25.203545,103.42217,52.597855,198.08049,199.40936,198.99547,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.561150074005127,6.9141387939453125e-06,5.561156988143921
377,200.37848,201.03333,0.13588747,-1.981196,0.009668885,0.87426424,-1.8453085,70.41927,786.7491,38.852856,103.61751,705.8581,37.822426,103.489975,76.67528,200.52585,202.02655,202.48062,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.468323707580566,8.58306884765625e-06,5.468332290649414
378,207.59431,207.44597,0.10164042,-1.9952064,0.009382756,0.47155094,-1.8935659,70.48012,1580.8928,58.05262,103.710396,1441.7042,55.865044,103.574326,113.91766,206.69952,207.69637,207.72475,4198.2524,974.0,0.9141633642243272,0.9008156303008066,0.9281294960005653,1.0,5.3874218463897705,7.62939453125e-06,5.387429475784302
379,198.81491,198.87357,0.1236321,-1.9750823,0.009708528,0.85848695,-1.8514502,70.53779,783.511,40.57461,103.80045,978.3473,44.359756,103.651924,84.93437,198.84729,200.04047,200.46918,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.484760761260986,33.29681444168091,38.781575202941895
380,200.06676,199.53903,0.14475182,-1.988109,0.009748825,0.781595,-1.8433572,70.60092,614.3299,30.429096,103.88251,647.67596,34.04579,103.72659,64.474884,199.90352,201.86377,201.95395,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.569712400436401,8.106231689453125e-06,5.569720506668091
381,198.61156,198.65495,0.11468774,-1.9663298,0.009717885,0.7300826,-1.8516421,70.67434,488.4655,26.18612,103.96447,585.3507,28.24202,103.82267,54.42814,197.91742,199.12468,199.02898,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.491636753082275,7.3909759521484375e-06,5.4916441440582275
382,201.61746,201.57022,0.13683057,-1.984647,0.009568101,1.5606357,-1.8478165,70.737595,660.6583,34.466724,104.039925,732.92224,38.58708,103.88823,73.0538,202.26686,203.64684,203.18362,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.519598484039307,8.344650268554688e-06,5.519606828689575
383,201.35506,201.59761,0.12643597,-1.9825748,0.009619645,0.6450323,-1.8561388,70.79893,768.05695,30.69704,104.10751,736.2497,33.476906,103.963684,64.17395,201.65411,204.24976,204.10687,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.4846510887146,6.67572021484375e-06,5.4846577644348145
384,201.03375,201.85371,0.113657065,-1.9883641,0.009616298,0.9449157,-1.874707,70.86338,740.6227,37.781998,104.182274,812.5472,35.56661,104.03756,73.3486,201.58788,202.83006,202.3743,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.476814031600952,7.62939453125e-06,5.476821660995483
385,206.0376,206.13933,0.12124271,-1.979303,0.009418423,0.77661324,-1.8580602,70.93099,1125.0,37.220154,104.27004,1046.8529,37.90833,104.09717,75.12848,204.75056,206.07008,205.82774,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.748349189758301,7.867813110351562e-06,5.748357057571411
386,203.59064,205.11125,0.106454104,-1.9801508,0.0093888445,0.82256967,-1.8736967,70.99991,879.0998,37.73323,104.334145,773.92975,34.21453,104.18543,71.94776,204.32024,205.88739,206.00688,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.409100294113159,7.152557373046875e-06,5.409107446670532
387,191.60938,191.79758,0.118445724,-1.981769,0.010054025,0.86108273,-1.8633232,71.06398,704.78156,43.561737,104.403206,683.93774,42.558586,104.26665,86.12032,192.4521,193.74911,194.1044,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.538311958312988,7.62939453125e-06,5.5383195877075195
388,211.83298,212.2509,0.09146194,-1.9978209,0.009239149,0.7667891,-1.906359,71.121,484.69894,23.773739,104.48246,445.06686,26.500324,104.34185,50.274063,212.05988,213.8347,213.43733,3854.8267,931.9,0.8393539404475785,0.8962920559712007,0.9281294960005653,1.0,5.4082441329956055,5.9604644775390625e-06,5.408250093460083
389,208.32648,208.14377,0.12032989,-1.9644777,0.009223426,0.8688662,-1.8441478,71.19469,738.4481,35.279484,104.53949,898.81055,38.657936,104.3785,73.93742,208.33177,209.54376,209.1809,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.485148906707764,35.085017681121826,40.57016658782959
390,189.07802,189.558,0.11828424,-1.9825923,0.010238841,1.7427227,-1.8643081,71.25899,991.8739,34.6493,104.605934,1067.9734,41.188778,104.44694,75.83807,188.67262,190.19135,190.33449,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.448362827301025,7.152557373046875e-06,5.448369979858398
391,198.7959,198.77974,0.09821957,-1.9703324,0.009690075,0.6281803,-1.8721128,71.32335,570.3692,26.899757,104.667915,509.63635,23.303314,104.51024,50.20307,199.18016,200.58524,199.99716,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.422581434249878,6.4373016357421875e-06,5.422587871551514
392,192.61981,192.50043,0.14726236,-1.9854169,0.010055025,0.6307529,-1.8381546,71.39316,636.1903,35.392326,104.74863,861.13916,40.568428,104.59735,75.960754,192.5051,194.48755,193.68669,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.41399884223938,6.9141387939453125e-06,5.414005756378174
393,198.76213,198.6737,0.08846556,-1.9884504,0.009769812,1.3586172,-1.8999848,71.46238,720.30365,27.966846,104.82006,654.84204,28.45607,104.66231,56.422916,198.90814,200.49393,199.82474,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.521482467651367,6.9141387939453125e-06,5.521489381790161
394,201.83527,202.50357,0.09821764,-1.9906092,0.009639502,0.8121396,-1.8923916,71.52742,1450.037,43.41371,104.88915,694.0792,32.082535,104.73293,75.49625,202.54459,203.64314,203.84393,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.490562915802002,6.4373016357421875e-06,5.490569353103638
395,193.10692,194.02802,0.1195236,-1.9808164,0.009966122,0.71477395,-1.8612927,71.58623,987.9304,33.268566,104.9668,545.13416,29.66855,104.79496,62.93712,194.03499,195.5936,195.61707,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.310921907424927,1.1205673217773438e-05,5.3109331130981445
396,203.07315,203.73663,0.09841851,-1.9750022,0.009502187,0.7014098,-1.8765837,71.65573,661.1096,24.784546,105.03777,501.44644,28.02723,104.872185,52.811775,203.26523,205.4854,205.17038,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.528148412704468,7.867813110351562e-06,5.528156280517578
397,192.66267,192.30702,0.10302085,-1.9669337,0.009922239,0.81855464,-1.8639128,71.7165,717.90607,32.63603,105.1026,695.24274,32.014217,104.93517,64.650246,192.48712,194.70415,194.72339,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.550930023193359,7.62939453125e-06,5.550937652587891
398,188.32407,188.17328,0.08248058,-1.9692374,0.010125795,1.0193263,-1.8867569,71.78055,914.9592,32.07675,105.172615,651.7404,26.163513,104.98168,58.240265,188.46744,190.96977,190.38962,4214.8335,988.0,0.9177753196132062,0.896123737371622,0.9281294960005653,1.0,5.569770574569702,7.152557373046875e-06,5.569777727127075
399,194.27007,195.35675,0.117958285,-1.980756,0.009943269,0.9716068,-1.8627977,71.841965,744.945,29.978231,105.22151,604.8574,26.925856,105.03162,56.904087,194.55713,196.27274,196.15704,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.5070881843566895,35.048630475997925,40.555718660354614
400,208.16313,208.58945,0.12105723,-1.9803666,0.009283233,0.7705583,-1.8593093,71.9065,501.27094,30.8853,105.287384,493.56894,32.02965,105.10115,62.91495,208.6435,211.1611,210.66751,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.83846378326416,7.3909759521484375e-06,5.838471174240112
401,210.97034,211.41074,0.1205447,-1.9900064,0.009250465,0.6372265,-1.8694618,71.973045,689.55225,30.903763,105.36288,638.22906,25.69922,105.16067,56.60298,212.11636,212.9714,213.19827,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.6438822746276855,7.152557373046875e-06,5.643889427185059
402,191.789,191.24742,0.090831555,-1.9705979,0.009987204,1.4909735,-1.8797663,72.02775,652.53253,34.517204,105.424286,757.56647,41.475136,105.23517,75.99234,190.94127,192.07545,192.2821,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.434216499328613,7.152557373046875e-06,5.434223651885986
403,202.43117,202.64026,0.08967969,-1.9920206,0.009596951,1.3396589,-1.9023409,72.10294,513.5805,25.500935,105.4951,648.4353,26.22895,105.300064,51.729885,202.59685,203.9722,203.29262,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.477424621582031,7.867813110351562e-06,5.477432489395142
404,192.03433,191.5933,0.14038599,-1.9779361,0.010129613,0.93904,-1.8375502,72.163795,938.20166,36.28987,105.57427,755.2247,38.09485,105.36934,74.38472,191.82219,192.89706,193.06271,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.602006196975708,7.152557373046875e-06,5.602013349533081
405,197.9854,198.11453,0.12644795,-1.9887377,0.00980358,1.7486593,-1.8622898,72.22849,523.5163,32.469975,105.63747,547.2091,27.327507,105.43447,59.79748,198.14749,199.45233,199.05971,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.414753198623657,6.9141387939453125e-06,5.414760112762451
406,209.04298,209.181,0.12872852,-1.9892203,0.00929899,0.83997464,-1.8604918,72.29075,463.7012,24.166111,105.71742,446.87393,24.206238,105.50555,48.37235,209.1658,210.19995,210.28967,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.5477211475372314,7.152557373046875e-06,5.5477283000946045
407,193.8025,193.41472,0.12005809,-1.9878693,0.009994786,0.60595196,-1.8678112,72.352104,1058.5372,36.678543,105.789566,1028.36,38.687344,105.57403,75.36589,194.06404,195.3189,195.75159,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.48593544960022,6.67572021484375e-06,5.485942125320435
408,198.48544,198.74565,0.1198947,-1.9792244,0.00969732,1.0589925,-1.8593297,72.41316,637.29926,30.168911,105.86115,800.36414,33.343452,105.63871,63.512363,199.04317,201.39685,201.43799,4293.4927,1000.0,0.9349098590607513,0.8983757782877028,0.9349098590607513,1.0,5.485717535018921,6.9141387939453125e-06,5.485724449157715
409,193.60056,193.53113,0.096332595,-1.9895239,0.00998438,1.4442884,-1.8931913,72.484886,816.33496,36.418602,105.934944,716.0751,32.100792,105.70827,68.519394,193.30475,195.05212,195.05725,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.480961799621582,35.465593576431274,40.946555376052856
410,194.32886,194.96768,0.09409764,-1.9784045,0.009924353,0.9207223,-1.8843069,72.5501,819.41266,37.716213,106.004616,649.78265,36.280342,105.76691,73.99655,194.68457,196.61032,196.91812,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.347694635391235,8.344650268554688e-06,5.347702980041504
411,199.773,199.178,0.122905694,-1.9832383,0.0097390795,0.9665225,-1.8603326,72.60992,484.16962,23.677143,106.07633,481.22888,25.914188,105.83672,49.59133,199.93169,201.12436,200.87306,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.635445594787598,8.58306884765625e-06,5.635454177856445
412,209.58156,208.92477,0.09075577,-1.9922415,0.009340413,0.7829393,-1.9014857,72.66915,679.53503,37.179047,106.14203,672.9493,40.434296,105.89391,77.61334,208.6395,209.73846,209.78798,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.479300022125244,7.3909759521484375e-06,5.479307413101196
413,206.57187,206.14554,0.10733059,-1.995672,0.009479877,0.6519753,-1.8883414,72.72856,743.40204,31.400478,106.20493,868.5894,33.014687,105.96727,64.41516,206.09793,207.21703,206.76181,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.492992877960205,6.67572021484375e-06,5.49299955368042
414,201.06207,200.88956,0.100617975,-1.9825631,0.009624654,0.63917994,-1.8819451,72.7925,1056.7096,49.64757,106.26649,1000.00275,53.107853,106.02552,102.755424,201.03735,203.02597,202.14551,4226.604,1000.0,0.9203392085792498,0.8987535495624981,0.9349098590607513,1.0,5.492203950881958,7.867813110351562e-06,5.492211818695068
